TargetName	location
KBTBD8	chr3:67004207-67004256
SEH1L	chr18:12963213-12963262
P4HB	chr17:81843695-81843744
AOX1	chr2:200651011-200651045
HAAO	chr2:42783405-42783808
CACYBP	chr1:175008663-175008697
RNF20	chr9:101540493-101540542
CA1	chr8:85328551-85328600
TTL	chr2:112485961-112494157
ADAMTS8	chr11:130408608-130408770
PEDS1	chr20:50123774-50123821
PIEZO2	chr18:10752666-10752700
CEACAM8	chr19:42593722-42593756
PLEKHA8	chr12:45174556-45174605,chr7:30045153-30046210
MRPS18A	chr6:43678625-43687669
BATF3	chr1:212697030-212699675
RAB2A	chr8:60584726-60584775
MCOLN2	chr1:84965575-84965624
CCDC126	chr7:23611529-23642947
SYK	chr9:90862246-90862280
SEZ6L2	chr16:29871527-29871564
KIAA1755	chr20:38211397-38211446
ZNF671	chr19:57721245-57721288
UBE2T	chr1:202331920-202333018
APOA1	chr11:116837040-116837084
STK38L	chr12:27317380-27317429
TTC16	chr9:127717737-127717771
CDCA3	chr12:6849637-6849671
SIGLEC15	chr18:45825754-45837051
GK5	chr3:142181474-142181508
AKAP3	chr12:4628686-4628735
MPP2	chr17:43876015-43876064
TRAF3	chr14:102875694-102876372
STXBP1	chr9:127660104-127661146
TENM1	chrX:124523466-124523510
TTC34	chr1:2783726-2783760
CPPED1	chr16:12664216-12664265
LEP	chr7:128252106-128252155
PPP4R3C	chrX:27463259-27463293
RSPO3	chr6:127150481-127150530
SLC12A3	chr16:56913382-56913431
CDC20B	chr5:55146832-55172612
DDX21	chr10:68962146-68963328
KCNIP2	chr10:101829156-101829199
ITIH2	chr10:7730075-7730124
CLEC4F	chr2:70816294-70816343
VENTX	chr10:133241713-133241762
DGKB	chr7:14685294-14685343
RNF207	chr1:6209122-6209163
PXT1	chr6:36391867-36400495
GNL2	chr1:37569082-37569131
CLEC7A	chr12:10129980-10130029
CD7	chr17:82316391-82316682
SEC61A1	chr3:128070343-128070392
SIGLEC10	chr19:51413732-51413766
ATP2A3	chr17:3953375-3953409
CSTF1	chr20:56397732-56397781
NENF	chr1:212444403-212444437
HUWE1	chrX:53585110-53585159
FZD8	
C19orf84	chr19:51388367-51388401
PDF	chr16:69330354-69330394
FCSK	chr16:70472549-70472585
SAC3D1	chr11:65044600-65044634
ANKRD13D	chr11:67299059-67299093
MAPRE1	chr20:32825934-32825983
TMEM186	chr16:8795423-8795472
OR2A1	chr7:144232404-144232438
SULT1E1	chr4:69844312-69847717
H3Y1	chr5:17654998-17655040
PITPNM2	chr12:123001141-123004416
CIB3	chr19:16168142-16168191
CCL16	chr17:35978242-35981372
PPP1R2	chr3:195543156-195543205
SP140	chr2:230237155-230237203
ISOC2	chr19:55456359-55456396
FYCO1	chr3:45920098-45920147
SSBP4	chr19:18427385-18427419
SSC5D	chr19:55500293-55500327
LEMD2	chr6:33786734-33786768
KRTAP10-9	chr21:44627999-44628035
LMAN1	chr18:59331511-59333111
MIGA2	chr9:129069865-129069914
ZNF777	chr7:149432522-149432556
NKX3-1	chr8:23680405-23680454
FAM189A2	chr9:69391867-69391916
LRRC43	chr12:122191505-122191554
H2AC8	chr6:26217141-26217175
VPS37B	chr12:122866952-122867001
TRIM77	chr11:89717386-89717435
FABP3	chr1:31369478-31369517
AASDHPPT	chr11:106094609-106096746
DLX6	chr7:97007680-97007729
MISP	chr19:761639-763510
TG	chr8:132886800-132886849
ZBTB8OS	chr1:32621895-32621944,chr1:32621895-32627510
PTGR1	chr9:111574750-111574799
OSGIN1	chr16:83960666-83960703
TMEM132C	chr12:128544089-128616184
RIPK3	chr14:24336352-24336890
HNRNPCL4	chr1:13062489-13062538,chr14:21210891-21210940,chr1:13164254-13164303
NDUFB2	chr7:140702984-140704882
LIN28A	chr1:26427675-26427724
RANBP17	chr5:170919554-170919601
C5orf67	chr5:56511473-56511511
PLXNA4	chr7:132507843-132507886
ERVMER34-1	chr4:52744179-52744228
NCBP2	chr3:196935827-196935876
PCOLCE2	chr3:142821031-142823566
ATP4A	chr19:35559862-35559911
DKK1	chr10:52314356-52314405
SH2D4B	chr10:80644256-80644305
MON1A	chr3:49910749-49910793
B3GALT6	chr1:1234320-1234358
RASGRF1	chr15:78990236-78991702
RUSC2	chr9:35558506-35558555
SLC39A14	chr8:22416111-22416145
MAP3K19	chr2:134980827-134980876
HK3	chr5:176890835-176890884
MBD1	chr18:50277154-50277192
NKD2	chr5:1034264-1034303
SYDE1	chr19:15114400-15114449
PAFAH1B3	chr19:42297189-42297238
AK2	chr1:33013364-33014532
MMP14	chr14:22844766-22845285
WBP2	chr17:75849691-75851568
KRAS	chr12:25208653-25208702
SLC25A38	chr3:39392000-39394437
SON	chr21:33546223-33546261
GATA3	chr10:8073873-8073912
SLC30A2	chr1:26038109-26038148
COTL1	chr16:84566173-84566222
NKAIN2	chr6:124283126-124355299
IL17B	chr5:149376870-149376911
TTC36	chr11:118530817-118530851
OR8J1	
PPIG	chr2:169630909-169630958
SSH1	chr12:108802335-108805071
LTO1	chr11:69665771-69665815
RPS8	chr1:44777640-44777689
ZNF687	chr1:151288299-151288333
EBAG9	chr8:109554748-109554788
FETUB	chr3:186652762-186652806
ANKRD65	chr1:1418838-1418876
TCEAL6	chrX:102140327-102140376,chrX:102140324-102140373
BORCS5	chr12:12466315-12466364
KRT12	chr17:40866983-40867032
ZNF800	chr7:127374360-127374409
TAB2	chr6:149379165-149379199
PPP1R3E	chr14:23296019-23296068
SSC4D	chr7:76409431-76409475
CA5A	chr16:87926915-87936318
ELL	chr19:18443866-18443910
GADD45G	chr9:89605089-89605138
FOSB	chr19:45468656-45468696
TBX10	chr11:67632613-67632650
GATD1	chr11:770250-770299
GJA4	chr1:34795612-34795646
IGDCC3	chr15:65328431-65328480
DDX53	chrX:23000905-23000950
OR7G1	chr19:9115248-9115297
AGMO	chr7:15560148-15560197
ZNF565	chr19:36183528-36183577
SMIM32	chr5:136192282-136192319
EIF1	chr17:41691240-41691280
CMTM3	chr16:66613638-66613687
DEFB108B	chr11:71837513-71837547
RETREG1	chr5:16474813-16474862
MAP1LC3B	chr16:87403893-87403927
DMC1	chr22:38538295-38538344
TNNI2	chr11:1840901-1841065
CLEC18A	chr16:69951036-69951070
OR8K1	chr11:56346067-56346116
CACNB2	chr10:18539952-18540001
NAPA	chr19:47490837-47492034
ATG9B	chr7:151017882-151017928
ERCC8	chr5:60944997-60945032
SYT13	chr11:45242053-45242102
CPNE3	chr8:86548390-86551050
NKX2-2	chr20:21512333-21512368
ACVR1B	chr12:51976483-51976532
VSNL1	chr2:17655415-17655464
CLEC2A	chr12:9926293-9926342
ZFP30	chr19:37647835-37647884
RAD52	chr12:927211-927260
RNF24	chr20:3933707-3933756
COL12A1	chr6:75133324-75133373
LHX1	chr17:36938315-36938349
FGFBP1	chr4:15935866-15935915
ARMC8	chr3:138223432-138223479
ZNF286A	chr17:18663059-18663108,chr17:15716119-15716168
SNW1	chr14:77731068-77731117
NDC1	chr1:53787234-53789157
SGCD	chr5:156589281-156594943
SUPT5H	chr19:39471444-39471485
MOXD1	chr6:132328419-132328468
GABARAP	chr17:7241451-7241640
MEDAG	chr13:30921028-30921077
EML4	chr2:42295482-42301255
OR4Q3	chr14:19747844-19747893
SGF29	chr16:28590870-28590909
PNO1	chr2:68157977-68158018
ALG14	chr1:95027207-95027256
DAAM2	chr6:39879216-39879253
TMUB1	chr7:151082467-151082502
SLC28A2	chr15:45269450-45269499
PICK1	chr22:38057825-38059253
KRTAP19-2	chr21:30487258-30487297
SRPX	chrX:38149813-38149854
SERTAD2	chr2:64633658-64633707
NUP98	chr11:3775994-3778894
TAS1R2	chr1:18857447-18857481
LRRFIP1	chr2:237753443-237756104
PHTF1	chr1:113712065-113724759,chr1:113712065-113713279
EHF	chr11:34659312-34659361
HCRT	chr17:42185346-42185385
EML1	chr14:99937843-99937892
IFT88	chr13:20625799-20625848
CA4	chr17:60156669-60156710
DPEP1	chr16:89637470-89637519
CFH	chr1:196677511-196677560
KIAA1549	chr7:138907068-138909005
EPN2	chr17:19336592-19336626
FAM50B	chr6:3850549-3850588
VEPH1	chr3:157460239-157460283
BUB3	chr10:123162243-123162292
C1orf159	chr1:1087589-1090381
H2BC21	chr1:149885453-149885502
SPANXC	chrX:141697567-141697616,chrX:141590557-141590606,chrX:141003501-141003550,chrX:141241619-141241668,chrX:141583840-141583889
JAM2	chr21:25698741-25698790
LYST	chr1:235830372-235830414
TSSK4	chr14:24207288-24207326
GRINA	chr8:143992590-143992712
LCNL1	chr9:136984508-136984545
ZNF280B	chr22:22485612-22485656
GJB2	chr13:20188102-20188151
DCTN5	chr16:23642970-23643019
LAMA1	chr18:6986280-6986329
KIF13B	chr8:29127163-29127212
DYNC2LI1	chr2:43789691-43794475
NPW	chr16:2020000-2020036
CCDC144A	chr17:18594727-18594776,chr17:20351343-20351392,chr17:16720603-16720652
TRIM59	chr3:160436394-160436443
AVPI1	chr10:97677616-97677665
PACS2	chr14:105391211-105391249
COMT	chr22:19968628-19968666
PPP1R32	chr11:61487004-61487042
FAM20B	chr1:179075892-179075941
CHST10	chr2:100392524-100392573
CCDC7	chr10:32451834-32451883
OSBPL2	chr20:62281108-62281157
CENPH	chr5:69195773-69197083
PBX3	chr9:125935492-125935541
SRRM3	chr7:76261551-76264768
GRHL3	chr1:24339751-24342152
DEFB123	chr20:31450200-31450246
SLC40A1	chr2:189563622-189563671
DUOX1	chr15:45164949-45164996
UQCC2	chr6:33700446-33700481
MRGPRD	chr11:68980872-68980906
RAI2	chrX:17800620-17800664
NT5E	chr6:85471333-85471382
MFAP1	chr15:43805403-43805452
TAS2R14	chr12:10939096-10939145
ZNF490	chr19:12609166-12609200
RHBDD2	chr7:75888402-75888451
RNASET2	chr6:166931079-166931113
PSMF1	chr20:1135157-1135193
ADGRF2	chr6:47679087-47680072
FAHD2B	chr2:97090182-97090216,chr2:95407050-95407084
TCHP	chr12:109914462-109914496
COX4I1	chr16:85801202-85801249,chr16:85799882-85801249,chr16:85799750-85801249
KATNAL2	chr18:47059570-47059619
PLIN1	chr15:89664913-89664962
RARS1	chr5:168500668-168500717
FEZF2	chr3:62371287-62371336
PDE8B	chr5:77413299-77418267
OCRL	chrX:129591985-129592034
CLRN1	chr3:150926790-150926824
SLC35F1	chr6:118275540-118275574
WDR74	chr11:62834515-62835463
KRT24	chr17:40698549-40698593
USP51	chrX:55487839-55487873
TMEM130	chr7:98856148-98860179
ZNF704	chr8:80665035-80665081
ZNF540	chr19:37612797-37612846
KHK	chr2:27086887-27086936
ZSCAN10	chr16:3088913-3088962
TUBB6	chr18:12326074-12326108
AMDHD1	chr12:95968393-95968442
TRAPPC2B	chr19:57363551-57363585
STYXL2	chr1:167128916-167128965
HNRNPA2B1	chr7:26197013-26197359
PCDH19	chrX:100296014-100296063
MISP3	chr19:14073316-14073350
EIF2AK2	chr2:37138552-37139646
LRRIQ3	chr1:74183641-74198001
WT1	chr11:32388538-32388587
FBXO34	chr14:55350599-55350648
SPI1	chr11:47355416-47355452
RD3	chr1:211478343-211478386
RPUSD4	chr11:126203441-126203490
KAT5	chr11:65714858-65714907
DPP10	chr2:115842549-115842598
CIAO1	chr2:96272113-96272162
CIAO3	chr16:734828-734871
HSPA12A	chr10:116672918-116672967
C20orf173	chr20:35528782-35528831
FOXO4	chrX:71101137-71101186
VPS4A	chr16:69324808-69324857
ZBTB46	chr20:63790319-63790360
GPR157	chr1:9111471-9128660
GRK1	chr13:113669748-113669797
ACP7	chr19:39101300-39101334
CHRNA2	chr8:27478892-27478941
IL23R	chr1:67258954-67259003
HECA	chr6:139177257-139177306
HORMAD1	chr1:150708400-150708935
PSMA6	chr14:35317408-35317457
RAPH1	chr2:203461299-203461333
NLRP2B	chrX:57680138-57680172
DISP3	chr1:11515443-11515487
PLEK	chr2:68396932-68396981
RAB3IL1	chr11:61902460-61902501
CRYBA1	chr17:29250229-29250278
BEX2	chrX:103309923-103309972
SEZ6L	chr22:26382038-26382087
SLC17A9	chr20:62964242-62964291
CSNK1D	chr17:82251448-82251497
SART3	chr12:108538936-108538985
PWWP3A	chr19:1369629-1370673
SPC24	chr19:11148024-11148058
PEX14	chr1:10627334-10629550
PAX3	chr2:222295590-222295634
GRID1	chr10:85854544-85854593
WDR77	chr1:111440658-111440707
OR2A12	
ZNRF4	chr19:5455515-5455549
PIGP	chr21:37065704-37067302
RAB7B	chr1:205994089-205994124
UBE2E2	chr3:23208820-23208868
LIG1	chr19:48123194-48123228
CT83	chrX:116461767-116461816
SELENOS	chr15:101276575-101276609
PLA2G5	chr1:20090733-20090782
AUH	chr9:91296021-91296070
SELENOT	chr3:150627017-150627053
METTL22	chr16:8642488-8642537
MAGEA1	chrX:153182592-153182626
UPK1B	chr3:119191008-119191057
NUS1	chr6:117703621-117703670
PLN	chr6:118558973-118559022
HDX	chrX:84468653-84468702
LCOR	chr10:96949235-96949269
PPP2CB	chr8:30791294-30793944
CD82	chr11:44619336-44619382
PGPEP1	chr19:18340670-18340712
CCL26	chr7:75771951-75771993
SPG11	chr15:44585638-44585687
PTPRZ1	chr7:122011082-122011131
COMMD2	chr3:149740068-149740117
PLPPR3	chr19:815744-815778
OR8K5	chr11:56160126-56160175
WDR45B	chr17:82615719-82615768
PMM1	chr22:41578871-41583987
GALNT8	chr12:4763388-4763998
RPP21	chr6:30345180-30345214
LRRC58	chr3:120325917-120325966
CYP11B1	chr8:142873737-142873786,chr8:142911338-142911387
RHBDL3	chr17:32294296-32294345
PLCH1	chr3:155549955-155554121
RPL36AL	chr14:49619116-49620586
ALX3	chr1:110060722-110060761
NDUFA12	chr12:94971518-94971567
CCDC194	chr19:17390631-17391216
IGLL5	chr22:22895784-22895833
GFI1	chr1:92475213-92475262
WDR11	chr10:120866613-120866662
SNRK	chr3:43349961-43350010
CCM2	chr7:45063970-45064480
LRP2BP	chr4:185374151-185374185
COQ8B	chr19:40691757-40691806
SMAP2	chr1:40422655-40422704
CAD	chr2:27226899-27226943
RABGEF1	chr7:66809143-66809192
WIPI1	chr17:68421780-68426083
EDNRB	chr13:77918222-77918271
PAN2	chr12:56324328-56324363
INO80E	chr16:30000762-30000796
ODAM	chr4:70198011-70198060
PLSCR2	chr3:146459972-146460006
BCAR3	chr1:93567376-93567425
SMIM35	chr11:118013833-118013870
SAMD9L	chr7:93130138-93130187
ZNF205	chr16:3116489-3116526
CSRP3	chr11:19182198-19182247
PDCD10	chr3:167695657-167695694
CELF3	chr1:151705131-151705165
NFILZ	chr19:8677297-8677331
FABP7	chr6:122780317-122780365
RBMXL2	chr11:7089760-7089794
NAGPA	chr16:5028882-5028916
PTPN12	chr7:77639324-77639373
SLC39A6	chr18:36114429-36116677
SCAP	chr3:47415132-47417122
HOXC8	chr12:54011104-54011138
MAGEH1	chrX:55452935-55452984
TCEA1	chr8:53966843-53966892
GSTA4	chr6:52978205-52978254
TANK	chr2:161179665-161179714
STKLD1	chr9:133405473-133405522
CFAP43	chr10:104187406-104187455
SLC20A2	chr8:42472145-42472194
PSMC5	chr17:63830386-63830435
ZFYVE21	chr14:103733406-103733455
RUNX3	chr1:24901241-24901290
NSMCE3	chr15:29269042-29269091
LIN7A	chr12:80797495-80797544
APMAP	chr20:24963241-24963290
CCDC68	chr18:54936839-54936881
NUDCD2	chr5:163456988-163457037
ETAA1	chr2:67403538-67403587
TFDP2	chr3:141952691-141952954
SKA2	chr17:59131293-59131342
MAP1LC3B2	chr12:116575842-116575876
AMELX	chrX:11298941-11300618
MLH1	chr3:37040223-37040272
RRAGB	chrX:55729332-55731377
SUCO	chr1:172557329-172557373
ASCC2	chr22:29808133-29808182
PPRC1	chr10:102140144-102140179
NR1H2	chr19:50376508-50376547
CHRD	chr3:184382414-184382448
TAFA2	chr12:61709960-61710009
RNF144A	chr2:6940990-6941024
TMEM117	chr12:44299644-44299693
EPHA5	chr4:65332125-65335977
ASGR1	chr17:7173508-7173547
TXN	chr9:110251395-110251444
C11orf94	chr11:45906914-45907165
MMP24	chr20:35276015-35276049
TBC1D8B	chrX:106840736-106840785
OR52N2	chr11:5821188-5821237
FAHD1	chr16:1827816-1827858
ACSL1	chr4:184756571-184756620
ARHGAP25	chr2:68822471-68822520
RNF14	chr5:141973648-141973689
CARD10	chr22:37490841-37490890
ERG28	chr14:75651871-75654916
RPA4	chrX:96885272-96885321
ATP13A2	chr1:17000308-17000439
ANAPC7	chr12:110386407-110386456
EFL1	chr15:82157747-82157796
RAB11FIP2	chr10:118040219-118040268
PSMD8	
NPAS3	chr14:33802710-33802759
TXNDC2	chr18:9887932-9887975
ZG16B	
PPTC7	chr12:110537040-110537089
SELENOI	chr2:26391608-26391657
KNL1	chr15:40623316-40623365
CASP1	chr11:105026356-105026890,chr11:105063918-105063967
HMGCLL1	chr6:55578957-55579003
ITCH	chr20:34413822-34413871
NAV2	chr11:20120737-20120786
MYLK3	chr16:46710680-46710729
TMEM210	chr9:137171081-137171115
RUNDC1	chr17:42992873-42992922
SPRTN	chr1:231351412-231351446
PRB4	chr12:11307141-11307190
ZSWIM3	chr20:45877441-45877487
TNK2	chr3:195867654-195867688
NEFM	chr8:24918798-24918847
ZC3H18	chr16:88599852-88599900
USP25	chr21:15827012-15827061
CACNA1D	chr3:53800298-53800347
RHD	chr1:25330034-25330083
SNCA	chr4:89822358-89828161
TBKBP1	chr17:47697119-47697153
NUMBL	chr19:40680934-40680983
LPIN3	chr20:41345953-41345987
NUPR2	chr7:56116194-56116228
CIDEB	chr14:24308688-24308737
SOWAHC	chr2:109617586-109617623
BSG	chr19:583111-583160
PFKFB1	chrX:54956198-54956247
HEXIM2	chr17:45161400-45162798,chr17:45161939-45162798,chr17:45162635-45162798,chr17:45162031-45162798,chr17:45161248-45162798,chr17:45160943-45162798,chr17:45162749-45162798
PON1	chr7:95298825-95298874
DNM2	chr19:10798549-10802308
TBC1D7	chr6:13320977-13321026
PPM1G	chr2:27383529-27383563
COMMD5	chr4:53575772-53575811,chr8:144851240-144851279
ETDB	chrX:135119238-135119274,chrX:135253264-135253300
THEM5	chr1:151847155-151847191
SPHK2	chr19:48629895-48629935
NIPBL	chr5:37022278-37022327
OR8U3	chr11:56417528-56417577
PABPC3	
EP400	chr12:131982416-131982450
KLHL36	chr16:84657021-84657063
RGS7	chr1:240812028-240813648
APOA2	chr1:161223012-161223050
SLC26A8	chr6:35943707-35943756
NR4A3	chr9:99833315-99833364
CYREN	chr7:135166357-135166406
STX7	chr6:132469978-132470027
IRGQ	chr19:43588913-43588961
TMEM87A	chr15:42273306-42273350
MSH4	chr1:75803844-75803893
TOPORS	chr9:32543213-32543262
PMEPA1	chr20:57649550-57649599
F8A1	chrX:154887483-154887529,chrX:155457446-155457492
SPICE1	chr3:113443688-113443737
ELP1	chr9:108902853-108902902
VCX3A	chrX:8464931-8464980,chrX:6534968-6535017,chrX:8171117-8171166
BRWD1	chr21:39298437-39298486
ST6GAL2	chr2:106843325-106843362
YY2	chrX:21856643-21856689
MIGA1	chr1:77875004-77875053
TDRD15	chr2:21137780-21137829
SRP72	chr4:56474152-56474283
KCNE3	chr11:74457325-74457374
AIFM1	chrX:130136670-130136719
EVI5L	chr19:7851437-7851473
SLC25A6	chrX:1386460-1386505
CREB3	chr9:35733134-35733241
NOD2	chr16:50707902-50707951
MRPL58	chr17:75020564-75020603
GSTM2	chr1:109669511-109669548
TEAD2	chr19:49340726-49340775
FGF19	chr11:69699500-69699539
CRISPLD1	chr8:75020032-75025547
ZNF579	chr19:55578015-55578051
ITGA2B	chr17:44384949-44384988
TMEM203	chr9:137204797-137204846
CARHSP1	chr16:8858415-8858450
GUCY2F	chrX:109475811-109475860
SF3B2	chr11:66067990-66068034
PCK1	chr20:57565643-57565692
PYGB	chr20:25297276-25297325
TM7SF3	chr12:26974082-26974131
FAIM2	chr12:49887417-49889133
MRI1	chr19:13769010-13769048
MAGEC2	chrX:142203426-142203475
SSR1	chr6:7303568-7303602
ANKMY1	chr2:240523916-240523964
ALS2	chr2:201761495-201761544
LCE3B	chr1:152613877-152613926
OR5AK2	chr11:56989316-56989365
HOMER3	chr19:18938750-18938799
ANKRD34A	chr1:145961688-145961722
C1QTNF9	chr13:24322141-24322190
ANKRD18A	chr9:38571975-38572024
CBX7	chr22:39132081-39132130
KHDRBS2	chr6:61901298-61901347
FAM209B	chr20:56536240-56536289
DNAJC24	chr11:31430302-31430340
C3orf52	chr3:112117267-112117316
KIFAP3	chr1:169961165-169961214
BANF2	chr20:17735679-17735728
OR14A16	
GCNT2	chr6:10627765-10627814
DNAJC30	chr7:73682306-73682355
DDHD2	chr8:38233015-38233059
ACSM4	chr12:7318172-7320763
TNFRSF10B	chr8:23030793-23030835
CD151	chr11:836073-836107
BRD7	chr16:50334823-50334857
BACH2	chr6:89950432-89950466
SHCBP1	chr16:46603572-46603621
FOXI2	chr10:127740999-127741045
TMEM181	chr6:158608384-158608433
GRHL1	chr2:10000636-10000685
KAT7	chr17:49827966-49828015
IFIT1B	chr10:89378111-89383338
MAPK14	chr6:36072929-36072978
CRYBG1	chr6:106519149-106519198
SLC10A6	chr4:86831829-86831878
CAT	chr11:34461252-34461291
CCDC18	chr1:93256491-93258749
CCL22	chr16:57358820-57358854
FBXO24	chr7:100591849-100591894
SETD6	chr16:58518864-58518913
OR51B2	chr11:5323989-5324038
ERVV-1	chr19:53015546-53015595
KLHDC1	chr14:49710282-49710331
OR4F21	chr8:166959-167008,chr1:451613-451662,chr1:686589-686638,chr5:181367303-181367352
MID2	chrX:107905586-107916010
PLCXD1	chrX:284237-284271,chrY:284237-284271
ZKSCAN8	chr6:28155073-28155122
MUC6	chr11:1031684-1031723
MCMDC2	chr8:66896875-66896924
PABIR3	chrX:134807618-134807667
EHBP1L1	chr11:65576395-65579103
IPO11	chr5:62451768-62451817
SLC2A13	chr12:40028397-40028431
ITGA2	chr5:53048392-53048436
GTF3C3	chr2:196791379-196791428
RGS19	chr20:64074233-64074267
PWWP3B	chrX:106205424-106205473
MED4	chr13:48083375-48083424
KRTAP25-1	chr21:30289291-30289340
RTCB	chr22:32406760-32408222
RPS6KB1	chr17:59893238-59893275
PRXL2C	chr9:96654729-96654764
S100PBP	chr1:32826391-32826440
CDKN2C	chr1:50970448-50970497
ZNF793	chr19:37508357-37522534,chr19:37508357-37520186
IL17F	chr6:52244421-52244460
GALNTL5	chr7:151982998-151983047
BOLA3	chr2:74135539-74135575
MBTPS1	chr16:84087460-84090923
RCHY1	chr4:75482543-75482578
MRPS34	chr16:1772129-1772178
CBX2	chr17:79778389-79778423
PXK	chr3:58424830-58424864
ACSF2	chr17:50471083-50471117
FREM1	chr9:14848750-14851309
CA13	chr8:85250836-85250885
ADGRA3	chr4:22442696-22442745
MMRN2	chr10:86936582-86936629
GEMIN6	chr2:38781620-38781657
VOPP1	chr7:55471367-55471416
SELENOK	chr3:53885858-53885892
GALR1	chr18:77268641-77268690
CEP126	chr11:101997644-101997693
TUSC3	chr8:15730723-15743580
GRIN1	chr9:137158421-137158465
CTSO	chr4:155929654-155929703
ZNF404	chr19:43880046-43880095
TMEM63B	chr6:44136427-44138516
B3GNT2	chr2:62223058-62223107
CREBRF	chr5:173090961-173091010
ARFGAP3	chr22:42831574-42831623
NPIPB2	chr16:11937543-11937592
MYO15B	chr17:75611984-75612814
FAM131C	chr1:16057865-16057901
ACTL7A	chr9:108863584-108863628
IQANK1	chr8:143790181-143790215
LZIC	chr1:9932842-9932876
PDE3B	chr11:14818228-14818277
MIEF2	chr17:18264851-18264900
LMLN2	chr14:23099434-23099468
MLYCD	chr16:83907032-83907066
WDR27	chr6:169688880-169688921
TEX45	chr19:7497606-7497646
LRRFIP2	chr3:37083647-37083696
H2AC13	chr6:27808586-27808620
MATN3	chr2:20003175-20003214
ARHGAP11A	chr15:32633985-32634034
ZNF714	chr19:21118137-21118186
DYNLT2B	chr3:196306961-196307010
SH3BGRL	chrX:81202160-81202197
SCNN1D	chr1:1291086-1291122
CSN2	chr4:69957572-69957621
ADPRS	chr1:36093677-36093726
ZNF331	chr19:53578189-53578238
TCFL5	chr20:62857531-62857580
TMOD2	chr15:51812146-51812195
SNRPA1	chr15:101284975-101285021
CCL1	chr17:34361838-34361887
GNB4	chr3:179413572-179413606
MTRNR2L5	chr10:55599231-55599278
NFKBID	chr19:35896254-35896420
PLEKHA6	chr1:204219412-204219461
PURB	chr7:44883507-44883556
PDE1B	chr12:54573242-54573397
LDB3	chr10:86679498-86680107
OR1A2	chr17:3198264-3198313
PKP1	chr1:201283887-201293973
GALNT14	chr2:30910975-30911022
FGF17	chr8:22046551-22046593
MPP6	chr7:24668633-24679152
ULK2	chr17:19796152-19796201
HSD17B6	chr12:56782196-56784865
CUTC	chr10:99744054-99747287
ZNF845	chr19:53355509-53355558
OIT3	chr10:72930597-72932362
TAF13	chr1:109064647-109066137
PFKM	chr12:48145099-48145227
CMTM6	chr3:32481923-32481972
FOXD1	chr5:73446822-73446870
UROS	chr10:125807446-125812221
TSGA13	chr7:130669177-130671700
INKA1	chr3:49804847-49804882
DCP1A	chr3:53292200-53292234
MFSD6L	chr17:8797902-8797936
NLRP9	chr19:55732359-55732408
PRNP	chr20:4700529-4700578
EEF2KMT	chr16:5084479-5084513
PLCD3	chr17:45118020-45118069
LRP1B	chr2:140598637-140598686
CADM3	chr1:159192066-159192615
GDPD4	chr11:77243802-77245283
GBP4	chr1:89185307-89185351
CXCL6	chr4:73837020-73837056
RACK1	chr5:181242292-181242326
KLHL12	chr1:202919780-202919829
LLGL2	chr17:75564433-75564477
GYPC	chr2:126696129-126696178
DNER	chr2:229366964-229367011
CIDEA	chr18:12277388-12277426
SNORC	chr2:232876291-232876328
GAS2L1	chr22:29310510-29310640
MC5R	chr18:13825911-13825960
CYS1	chr2:10058649-10058683
SNRNP40	chr1:31260047-31260086
BAMBI	chr10:28682276-28682321
SLC2A8	chr9:127407598-127407647
CRLF1	chr19:18596950-18596987
UMODL1	chr21:42098945-42098994
LYSMD2	chr15:51723601-51724790
MYL12B	chr18:3278087-3278136
STK24	chr13:98461881-98463712
MYO7B	chr2:127588459-127588508
ZNF93	chr19:19935144-19935178
IBSP	chr4:87811785-87811824
WDR3	chr1:117933394-117933443
CALHM6	chr6:116463613-116463662
PITPNC1	chr17:67669659-67675523
TRIM34	chr11:5634658-5634707
LRGUK	chr7:134163439-134163473
VRK2	chr2:58123144-58123195
AURKAIP1	chr1:1373772-1373808
AMOTL2	chr3:134356932-134356981
GIPC3	chr19:3592080-3592114
PROP1	chr5:177996123-177996172
LAGE3	chrX:154477825-154477874
NNAT	chr20:37523252-37523291
VCY	chrY:13985887-13985921,chrY:14056809-14056843
FAM221A	chr7:23691452-23691493
EDEM1	chr3:5199648-5201754
NDUFA1	chrX:119873351-119876520
OR2A7	chr6:131700600-131700634,chr7:144258827-144258861
EIF6	chr20:35284400-35284434
SCGB1D4	chr11:62297558-62297607
GLI4	chr8:143274748-143274782
UBE3C	chr7:157182298-157183896
TRIM65	chr17:75890598-75890646
PROX2	chr14:74863203-74863237
UBL5	chr19:9828868-9830007
WDR35	chr2:19953875-19953924
DMAP1	chr1:44218340-44218383
FBXW8	chr12:117028142-117028191
OCEL1	chr19:17227873-17227918
ACAT1	chr11:108134239-108134288
CREBL2	chr12:12635916-12635961
C16orf91	chr16:1420176-1420217
GBP3	chr1:89022735-89022777
ACTR8	chr3:53877662-53877711
COP1	chr1:175989441-176027582
MYL3	chr3:46860786-46860964
MKKS	chr20:10420647-10420696
SLC30A8	chr8:117173507-117173556
BCL2L10	chr15:52109642-52109691
SRPK3	chrX:153784947-153784985
TRAPPC11	chr4:183713078-183713127
RPRM	chr2:153477404-153477453
CHRNA5	chr15:78586687-78588360
KCNK4	chr11:64299910-64299959
OR4A15	chr11:55368062-55368111
